Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images
 Tomahawk Kitchen & Barnew,"9823 Macleod Trail SW, Calgary, AB T2J 0P6",(403) 475-4295,https://www.opentable.ca/r/tomahawk-kitchen-and-bar-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.8,0.75,Tried the 25% off chef favorites - lobster ravioli .. nicely done and well presented,"Steakhouse,Willow,Park","['https://s2.qwant.com/thumbr/474x474/5/4/4201d6995bee2362749548da57b65f6e019a7a44fc98adc3dc31f705a41c48/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.IGeK92MOV8oHYt4svGZ8yQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/b/b/65d65281b17dffafd54ac6045197d09c4e9f43991273fefd9bb9ca80363cdb/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.vT_dbyVE5EyoiHHCDV050AHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/2/7/4545bebcbb8447191e4676c41929440bc68fbbe4d1a99aa972370d8e85d419/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.1er9SjSFhjH4r9KIX80sZwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Original Joe's - Calgary - Macleod,"7403 Macleod Trail SW, Calgary, AB T2H 0L8",(403) 454-1801,https://www.opentable.ca/r/original-joes-calgary-macleod-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,Food was ok.  Not bad but I feel it isn't as good as it once was.  Covid changed things.,"Burgers,Calgary","['https://s2.qwant.com/thumbr/474x315/5/0/d9076ff7e69d0525e90bca4fcf379bb655dfd984708b2826f3f6654a4d1771/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.EQa7VoTBpQNKLFszkLOtpgHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x248/8/8/895ca19d8236de49ccdeefe5c3b34ad486d870d1fef021908d59b800d849d2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.0qmXE-K6dULPw4gQ5py89wHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/2/d11c4273cc71b638e01a581b552ee1d99a673e61ed5eb445476258d14ee0a3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.y5545tRR7HN95gkeoOx5zAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Shark Club Sports Bar & Grill - Deerfoot,,,https://www.opentable.ca/r/shark-club-sports-bar-and-grill-deerfoot-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,"Went for the fights, but enjoyed the staff, food and ambiance. If youâre looking for an incredible time, youâve found it! From the management to the staff and patrons, Shark Club is ð¥","Burgers,Calgary","['https://s2.qwant.com/thumbr/474x409/e/b/83670cd3d62d71d1dbbf226fbd6d0dde64caecfba229948df7ac6b5cbd85bc/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LAzZsGQD2uJKaKlIb-AXAQHaGZ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/1/c/2bffddb83b12e74c10319feb183a8199e7028fd0306b635db8f51d0c558d08/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.jxkaPbNBeczpC4tlCZUDWQHaDt%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/a/b/97c97038a6ddcb09684f6e205f05c4228b891aeca216139cf50dd5061f276f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LJr45MBfuwX6v1QydI8MmAHaDt%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Pacini Calgary South,,,https://www.opentable.ca/r/pacini-calgary-south-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,1st time here and Went for lunch.  Really nice looking restaurant. Clean and nicely designed. Not busy during the lunch hour. Service was friendly but a bit eager (as they wanted to keep busy during a slower time).  Food was good although I found the prices high. Post Pandemic is definitely a factor in higher prices (in all restaurants).  We would come back with the family for dinner.,"Italian,Calgary","['https://s1.qwant.com/thumbr/474x315/0/a/f2de699106224a09167d02cd898e93905488ffff2692036167eeadcb7b3f10/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.973Lsq8YmfhSx_8oq6rXzgHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/8/2f64f27ce7c2fe6f30fc67bea0a1c10c315946d40646397c3a4a35f143644f/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OATBz7-JbsIbMx1aYdxUWQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/9/577a8ac3c4e7b7a3e46fb9bb77049d579f031f88cb5d1be1a8dd5a00b6e3ed/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ICtTATmLmGaOTOR4T3GrxAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Lina's Italian Cucinanew,,,https://www.opentable.ca/r/linas-italian-cucina-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,"BEST pasta in Calgary, hands down. Amazing value for some of the best food going in town. Amazing desserts too! Highly recommend, can't wait to go back!","Italian,Calgary","['', '', '']"
 Montana's BBQ & Bar - Calgary - 32 St NE,,,https://www.opentable.ca/r/montanas-bbq-and-bar-calgary-32-st-ne-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Jess the server was super friendly, kind, bubbly and made our experience very pleasant. Jess was a superstar.","Unspecified,Calgary","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Ellies Kitchen & Bar,,,https://www.opentable.ca/r/ellies-kitchen-and-bar-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.6,0.75,"I like it there. The music, the ambience and the food","Jamaican,Calgary","['https://s1.qwant.com/thumbr/474x355/0/3/94c5c70b0854b2a50e072860fce280da68cbf88b15f1abfee43fc8cf206e01/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.4wv4LJXOsr1TvQQtNiPaZwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/450x450/6/7/15f35a381a2583c4d9319886a15878e515c1b5e2d6b15718afb4178121c22f/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.nY9Ym_X37GYHC-pS2lkoigAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x632/d/d/32fb12a2d6d6f360f4139cae56f26f6852f7f220aecbb471e4e9c1e8466185/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.k9EZOHnGaesfaurPeClYYAHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Garden of Italy,"101-2763 Sunridge Way NE, Calgary, AB T1Y 7K7",(403) 454-5643,https://www.opentable.ca/r/garden-of-italy-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.5,Fettuccine with prawns and scallops.  So delicious !,"Italian,Calgary","['https://s1.qwant.com/thumbr/474x315/1/e/6fd71d36603d117355b8f6f005f7e7a45f19459a1e6a3a2071200ad9b2d557/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.gLP3Rig6LLJiW9AK6tdR4AHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/338x450/b/6/d28f2edbd11b3de80ebf688d4d7bd842077224897b36f95c4ae3be1604390a/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ABGy0XUwdyz9ow87jCG-dwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/c/1/ef41c66087ec312d9fe0c466f0538c494c22e8d0dab2b52776d73e3993e6a1/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.-gpxIPE4gWcGSIX9m2xo8wHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Pio Peruvian Rotisserie Chicken,"2929 Sunridge Way NE #104, Calgary, AB T1Y 7K7",(403) 681-7378,https://www.opentable.ca/pio-peruvian-rotisserie-chicken?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.5,"Excellent food and service, great value","Peruvian,Calgary","['https://s2.qwant.com/thumbr/474x474/e/8/c45429362f502761bd818361032b857fa74c701c66781cb569af1afa115288/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.MRKHMVlXq4MLAXT7RMsUsAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/9/3/b47168aae68bcd822b26870bf35b0ab094eee517ce641f13e3f91b7d19ef7e/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.F5xdOzpwToWgysKjesEw3wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/9/2/ad4685e35a96e5a9abbfe4ad1522209d8678bf0c2bcf5c2b5312074d6fcc3d/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.cvyUwFGp3x-ClheLhhLZ8AHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Cineplex Cinema University District & VIP,"3953 University Ave NW #250, Calgary, AB T3B 6K3",(587) 315-6410,https://www.opentable.ca/r/cineplex-cinema-university-district-and-vip-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.7,0.75,Waitresses still learning but helpful and food was ordinary but good.  Entertainment nice but a little loud     I didnât pay the bill so canât comment on the cost.,"American,Calgary","['https://s1.qwant.com/thumbr/474x314/0/7/5d48527a78933e2374e3f566cc26c6c39e136fd8472615e602890c579e3f16/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.QBGvzbtipBEJ6Ff45dhsVgHaE6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/4/a/6f3c306dff13ef3e7c5446b04f9c674aea8860065943d5fd3febcfb1cc3bd7/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.fOvewyRb0aBlUqUPep6S7QHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x414/d/a/569c5bcc49da44fe58c79edb8407a6ffb6175b41706b770fb65d873ad70ee3/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.tRq3VGQOHsez3DdWQvhZggHaGe%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Montana's BBQ & Bar - Signal Hill,,,https://www.opentable.ca/r/montanas-bbq-and-bar-signal-hill-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Our reservation wasnât ready and the service was not attentive. Food and drinks were prepared to our liking. For our group of 10, the drinks came out 2 or 3 at a time. One person never got their drink until the 2nd round. We needed a few things during dinner, we asked another staff for help. She said she would get our server, but she never came. Dirty dishes werenât cleared. Overall the food was good as usual.","Unspecified,Calgary","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Earls Kitchen + Bar - Dalhousie - Calgary,"5005 Dalhousie Dr NW #605, Calgary, AB T3A 5Y7",(403) 247-1143,https://www.opentable.ca/r/earls-kitchen-and-bar-dalhousie-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.6,0.75,The food and presentation was very good. Our server Jose was friendly and attentive. The only issue with the restaurant is the noise level is very loud. Some sort of sound baffling would help a lot.,"Canadian,Aspen,Strathcona,West,Springs","['https://s1.qwant.com/thumbr/474x474/1/6/e23a906a1eb57cedd6c4f9c44312329226ca119ce90d166738775a90d4b639/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.wzAl9Ww5KQQfzu52tzgOiAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/6/fd7ebc3033b0e9ee5b56dcbf380c7be5e68a5526ece6163932d24c977d104d/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.MaI6DMJYv_NCRWxTQDlWnQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/7/f92ec01f8d3fb090268cad4c640d34b1cefac6630b9da7a15c6427918839d7/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.nwmwz_-XQKlC82597Rpo9wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Keg Steakhouse + Bar - Crowfoot,"130 Crowfoot Terrace NW, Calgary, AB T3G 4J8",(403) 208-0220,https://www.opentable.ca/r/the-keg-steakhouse-and-bar-crowfoot-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.75,"Our waiter (Daniel) was very helpful, friendly and kind. We had early reservations so noise level was low and we were in a booth. Weâll be back.","Steakhouse,Calgary","['https://s2.qwant.com/thumbr/474x474/5/5/bb23453edc6153d12ad3e71a5cfd330ffbdbd7dce875f9719f768069072c17/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.MGcvXPCjzN47XaNYIws8wQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/b/d80b25cadc312663cb3bf2f58c54b1d8e8dca69dd702003180f55a6d28177f/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.CtJzWCYOVVHg31F_q9XZiwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/7/0/5fcf0ce5136c95b03bb30c8257535dd826a0e41b125f63befd267f9d45de1f/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.gtmCGI2gKnki3yxGvqdo9gHaE7%26pid%3DApi&q=0&b=1&p=0&a=0']"
 MODERN STEAK - Southport Rd,"10606 Southport Rd SW, Calgary, AB T2W 3M5",(403) 300-1424,https://www.opentable.ca/r/modern-steak-southport-rd-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5.0,0.75,"Our first time there, food was delicious, it was my wifeâs birthday meal, they gave us a complimentary dessert.

Will go back for those special occasions!","Steakhouse,Willow,Park","['https://s1.qwant.com/thumbr/474x244/a/a/00a2225b52b36de52207bc3daa41d1ab6f544e7ff5a7e5a73cc001830ec8a6/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OxLmduNGbyNabhRs1V-JTAHaD0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/400x105/e/b/da798855355163efc1997087afd130470fb8dbdc29438c1c8543b79077dadf/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PGfV4J6Slc6U1MguDMDgdAAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', '']"
 Blanco Cantina - Gateway,,,https://www.opentable.ca/r/blanco-cantina-gateway-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.75,"We went on Tuesday for the Taco special and thoroughly enjoyed the food. Service by Katarina was also excellent. Economical, tasty and efficient. Three out of three - why we are regular patrons.","Mexican,Aspen,Strathcona,West,Springs","['https://s1.qwant.com/thumbr/474x244/0/6/90a1029b1a67ff6d4a3c2805f5262195ba28c3fedb0be76361542561632fc4/th.jpg?u=https%3A%2F%2Ftse3.explicit.bing.net%2Fth%3Fid%3DOIP.bQqQ_DLrPNCjh3AOJOZMLAHaD0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/3/d/4100b7735175062adb3cbccf524831b60b7c48872f7c1594b6c6df540337d7/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.sDVOU65UBQafA0FPQgtDRgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x592/4/c/f62fa964603bdf242e15704828e98cd637177082fcba44f34df6e1d14c8e5c/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.GMjtE6tPb7UnINOH3kF8ewHaJQ%26pid%3DApi&q=0&b=1&p=0&a=0']"
 UNA Pizza + Wine - West Springs,"8529 Broadcast Ave SW, Calgary, AB T3H 4C7",(403) 453-1183,https://www.opentable.ca/r/una-pizza-and-wine-west-springs-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5.0,0.5,I love the food  here it never disappoints. The roasted cauliflower in brown butter tossed with a fresh herb creme fraiche is worth the trip! Servers are attentive without being intrusive.,"Pizzeria,Aspen,Strathcona,West,Springs","['https://s1.qwant.com/thumbr/474x711/2/2/9df46d75c5e5c2592987a0c96bebfbeccb4f5a88dc7579097533fdf19c1e08/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.JQq_3EaO9dTEqjwuMs-GRwHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x711/e/8/5d941f34641081cecea886c7e96ed4943a5757de7a454e63826eaceb5817f7/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Mg4_8AvCVVKzHMuotwh1DwHaLH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x711/9/e/47f9a9d27ee7ec31339d9398fb0dcb979fec8b8f0826625aca06a3399f83c3/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.PswNLCl8cQVocs7Tb25UNgHaLH%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Milestones Grill + Bar - Calgary - Southcentre Mall,"90 Anderson Rd SE, Calgary, AB T2J 0A2",(403) 225-1150,https://www.opentable.ca/r/milestones-grill-and-bar-calgary-southcentre-mall-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Very tasty food, great Caesars, pasta was very good lots of garlic which we love and the seabass was cooked perfectly!","Global,International,Calgary","['https://s1.qwant.com/thumbr/474x474/2/4/7b44b3b22d8e1a5eeb1e49526109c0e305b82dd62939ed3165f2e28af561e1/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.sQHkklgxI09v84ocMynvxwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/2/2/d3bd05859dc52ee424691c4ea3055f4031d62bb6484549ab5689d988a28b0d/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Di49nVET62Nejoj2ODohUwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/5/3b06084bcd1a412d56f7a63acc96eb3fd9a7e07197ae22f17f94cd20de44be/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xvfGbsFHTmGuG2Hl9wiuFgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 MODERN OCEAN - Southport Rd,"10606 Southport Rd SW, Calgary, AB T2W 3M5",(403) 300-1424,https://www.opentable.ca/r/modern-ocean-southport-rd-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.75,They really have solved the puzzle for good quality food and service on the south end of the city - the new East patio is great,"Seafood,Willow,Park","['https://s1.qwant.com/thumbr/474x474/8/6/4edd51a687c3d2a65dc3308a257587f34debe4f4ee84d4ef88abe22f30137a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.o9DK8qnm0ZxifStvSvo_xgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/e/5b7548a5a55a9388d8859122f0a003b2a9adf18c999122256982955e477c7a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.GmwImJqpVTABFJgnGJakSAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x244/a/a/00a2225b52b36de52207bc3daa41d1ab6f544e7ff5a7e5a73cc001830ec8a6/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OxLmduNGbyNabhRs1V-JTAHaD0%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Wellington's of Calgary,"10325 Bonaventure Dr SE, Calgary, AB T2J 5R8",(403) 278-5250,https://www.opentable.ca/r/wellingtons-of-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.75,I really loved this place. I am glad I decided to have my birthday finner here. The service is top notch and they made me feel special because they knew it was my birthday. Food came out on time and it was so fresh and tasty.i had the beef Wellington with the amazing sauce!!!! I am definitely returning.,"Steakhouse,Calgary","['https://s2.qwant.com/thumbr/450x450/4/a/9d725394ab418f39f4f55fc4c46b0b15799a1f6d50f01496572e385d0a65c5/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.41IoF3WIHExQnNZPkWDkewAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x338/4/e/5164fabd69fd238b6971d5330532ec735d4154954f084bf5e9061aeac47bbb/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.6C0lzGq-PLVzKKldAFdisAHaFS%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x632/f/c/7a9535d6beec91e995d0cd5b3fae7ae99e278355df986de79abe77cb9dbfdc/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.8fDesqMmXNTbzc0wovx2kgHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']"
